image_1,worker_id,part,category,time,folder,text_1,tokenized_1,lower_1,no_punc_1,no_punc_str_1,split,ID,part_name
738,A280KACF4T7RJQ,0,face,128.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,vertical line,"['vertical', 'line']","['vertical', 'line']","['vertical', 'line']",vertical line,train,c2cef2d5-9345-47bc-b2e3-9026b15bb065,eyes
614,A280KACF4T7RJQ,0,face,128.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,multi curves,"['multi', 'curve']","['multi', 'curve']","['multi', 'curve']",multi curve,train,efbf3a8e-9360-496e-b540-e8fb434d65c8,eyes
556,A280KACF4T7RJQ,2,face,128.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,u curve,"['u', 'curve']","['u', 'curve']","['u', 'curve']",u curve,test,681b6ce0-9dca-45b4-ae5a-094e65d6079d,mouth
378,A280KACF4T7RJQ,2,face,128.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,wide curve,"['wide', 'curve']","['wide', 'curve']","['wide', 'curve']",wide curve,train,66b20c7b-ba21-474f-bc37-c295f2806f5f,mouth
347,A280KACF4T7RJQ,0,face,128.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,vertical,['vertical'],['vertical'],['vertical'],vertical,test,1e801fe7-acf3-4f32-9263-1888cf49fb74,eyes
788,A280KACF4T7RJQ,0,face,128.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,small round,"['small', 'round']","['small', 'round']","['small', 'round']",small round,train,01b9d63f-6870-44a3-8dfe-9f87e508eed5,eyes
100,A2OVX9UW5WANQE,2,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,open gaping,"['open', 'gape']","['open', 'gape']","['open', 'gape']",open gape,train,8364fe6f-69e6-47ba-8dba-a9902142c0bd,mouth
314,A2OVX9UW5WANQE,2,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,closed smiling,"['close', 'smile']","['close', 'smile']","['close', 'smile']",close smile,train,d74a0d7e-f2c3-46c5-bc98-972d5e29e9c3,mouth
785,A2OVX9UW5WANQE,0,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,small round,"['small', 'round']","['small', 'round']","['small', 'round']",small round,train,9838412a-3666-4672-8b67-6cc4da1865b2,eyes
80,A2OVX9UW5WANQE,0,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,large round,"['large', 'round']","['large', 'round']","['large', 'round']",large round,dev,2b9f1a03-5a1e-4fa8-aeff-6a7b9ce308c6,eyes
10,A2OVX9UW5WANQE,2,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,wide smiling,"['wide', 'smile']","['wide', 'smile']","['wide', 'smile']",wide smile,train,b36280fb-452f-4ba6-ba0a-94480fea2095,mouth
258,A2OVX9UW5WANQE,2,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,smiling,['smile'],['smile'],['smile'],smile,train,0c14073b-62ce-4ba7-a230-dbe004c8fa7e,mouth
104,A2OVX9UW5WANQE,0,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,uneven round,"['uneven', 'round']","['uneven', 'round']","['uneven', 'round']",uneven round,train,ba7324b6-ac85-4fbb-a09c-ce009c054303,eyes
175,A2OVX9UW5WANQE,0,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,even round,"['even', 'round']","['even', 'round']","['even', 'round']",even round,train,421d09ac-a53d-4726-8463-c56538e4f028,eyes
116,A2OVX9UW5WANQE,2,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,upturned smiling,"['upturned', 'smile']","['upturned', 'smile']","['upturned', 'smile']",upturned smile,train,f59477eb-f8f2-4d14-b3cb-c3344a84ce8b,mouth
133,A2OVX9UW5WANQE,2,face,505.2,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,smiling,['smile'],['smile'],['smile'],smile,train,cff33668-3500-48ad-bc41-fbdd3b07162d,mouth
161,A1SX8IVV82M0LW,2,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,curved,['curve'],['curve'],['curve'],curve,train,4d6e3f2e-6431-49de-918c-97cef65bb1a8,mouth
631,A1SX8IVV82M0LW,2,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,straightened,['straighten'],['straighten'],['straighten'],straighten,train,9257a879-4b26-4ffa-a95d-a18a14e400e5,mouth
94,A1SX8IVV82M0LW,0,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,wide oval,"['wide', 'oval']","['wide', 'oval']","['wide', 'oval']",wide oval,train,b7fcb701-6093-41d7-996a-309afcb16cc7,eyes
148,A1SX8IVV82M0LW,0,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,small triangular,"['small', 'triangular']","['small', 'triangular']","['small', 'triangular']",small triangular,test,32ead505-c3a9-4bc5-afc1-7a390437a0ae,eyes
558,A1SX8IVV82M0LW,2,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,slightly opened curved,"['slightly', 'open', 'curved']","['slightly', 'open', 'curved']","['slightly', 'open', 'curved']",slightly open curved,train,16b15766-90be-40f9-a250-e01ea7ff1b8e,mouth
215,A1SX8IVV82M0LW,2,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,open trapezoidal,"['open', 'trapezoidal']","['open', 'trapezoidal']","['open', 'trapezoidal']",open trapezoidal,train,b870912e-4dae-4b5a-8f63-0bb01c3e93ba,mouth
607,A1SX8IVV82M0LW,0,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,large thin vertical,"['large', 'thin', 'vertical']","['large', 'thin', 'vertical']","['large', 'thin', 'vertical']",large thin vertical,train,9b624526-c15a-497a-a641-95b32c0a0b8e,eyes
525,A1SX8IVV82M0LW,0,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,tiny dotted,"['tiny', 'dotted']","['tiny', 'dotted']","['tiny', 'dotted']",tiny dotted,train,6ae6350d-483c-4dd6-94b5-3f83b029abed,eyes
214,A1SX8IVV82M0LW,2,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,lopsided L shaped,"['lopside', 'L']","['lopside', 'l']","['lopside', 'l']",lopside l,train,4b7b2985-09b7-4b32-8716-5891083c4bd9,mouth
559,A1SX8IVV82M0LW,2,face,434.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,open bowl shaped,"['open', 'bowl']","['open', 'bowl']","['open', 'bowl']",open bowl,train,8633edbb-1bca-48b0-a97e-e78d773b4c27,mouth
169,A173A97OFDAX9F,2,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,huge oval,"['huge', 'oval']","['huge', 'oval']","['huge', 'oval']",huge oval,train,68d5a200-2124-4108-822b-ed4c5d790813,mouth
704,A173A97OFDAX9F,2,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,big curved,"['big', 'curved']","['big', 'curved']","['big', 'curved']",big curved,train,896a64ef-07e2-4d21-b0d5-9f20a67c94bb,mouth
244,A173A97OFDAX9F,0,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,small dotted,"['small', 'dotted']","['small', 'dotted']","['small', 'dotted']",small dotted,train,93b5ae82-4403-4c42-a72d-21b232d1575a,eyes
391,A173A97OFDAX9F,0,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,unbalanced spotted,"['unbalanced', 'spot']","['unbalanced', 'spot']","['unbalanced', 'spot']",unbalanced spot,train,834b86b3-fb87-48ed-8950-6fa5658e54f8,eyes
762,A173A97OFDAX9F,2,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,slim curved,"['slim', 'curved']","['slim', 'curved']","['slim', 'curved']",slim curved,train,fd4a36db-6f46-4a5b-901b-cb944dd8f1b8,mouth
112,A173A97OFDAX9F,2,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,wide semicircular,"['wide', 'semicircular']","['wide', 'semicircular']","['wide', 'semicircular']",wide semicircular,train,3243e284-2c92-462c-b758-57ddf87f5212,mouth
535,A173A97OFDAX9F,0,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,vertical linear,"['vertical', 'linear']","['vertical', 'linear']","['vertical', 'linear']",vertical linear,train,e08588e2-0acc-4ab3-a21d-63eb1e588e79,eyes
146,A173A97OFDAX9F,0,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,tiny dotted,"['tiny', 'dotted']","['tiny', 'dotted']","['tiny', 'dotted']",tiny dotted,test,a0fce360-81d4-4324-8963-65550e4ed0f0,eyes
249,A173A97OFDAX9F,2,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,semi triangular,"['semi', 'triangular']","['semi', 'triangular']","['semi', 'triangular']",semi triangular,train,766b08f2-829f-4b0f-aeec-4efddcaeead9,mouth
407,A173A97OFDAX9F,2,face,127.8,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,semi rounded,"['semi', 'rounded']","['semi', 'rounded']","['semi', 'rounded']",semi rounded,train,5297f86e-cb3a-4e56-93dd-a032cf77ac15,mouth
161,A1AZGP16G9TURZ,0,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,straight and circular,"['straight', 'circular']","['straight', 'circular']","['straight', 'circular']",straight circular,train,8d4518fb-029b-46e8-a19a-dc2487b3a389,eyes
231,A1AZGP16G9TURZ,0,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,straight small,"['straight', 'small']","['straight', 'small']","['straight', 'small']",straight small,train,dbcca880-d4fa-4cf7-be12-ea8a70cacd50,eyes
546,A1AZGP16G9TURZ,2,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,curved,['curve'],['curve'],['curve'],curve,train,6dcfd872-7c2d-4bb4-8862-6d1991f8cd47,mouth
567,A1AZGP16G9TURZ,2,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,half moon,"['half', 'moon']","['half', 'moon']","['half', 'moon']",half moon,train,f16db980-8176-4c81-8b81-8005d5f510e2,mouth
554,A1AZGP16G9TURZ,0,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,thin curved,"['thin', 'curved']","['thin', 'curved']","['thin', 'curved']",thin curved,test,f17b88fa-4c30-4eb4-8a23-eac9c90e1bb3,eyes
735,A1AZGP16G9TURZ,0,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,thick circular,"['thick', 'circular']","['thick', 'circular']","['thick', 'circular']",thick circular,train,6ca5642f-d781-41d3-a950-55caaefccd9e,eyes
96,A1AZGP16G9TURZ,2,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,large crescent moon shaped,"['large', 'crescent', 'moon']","['large', 'crescent', 'moon']","['large', 'crescent', 'moon']",large crescent moon,train,c7057c40-525f-4efa-a1a0-d5f87fecba72,mouth
407,A1AZGP16G9TURZ,2,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,small curved,"['small', 'curved']","['small', 'curved']","['small', 'curved']",small curved,train,e0e461a8-94c1-4a87-b0e2-5bac0484b6de,mouth
282,A1AZGP16G9TURZ,0,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,small straight vertical,"['small', 'straight', 'vertical']","['small', 'straight', 'vertical']","['small', 'straight', 'vertical']",small straight vertical,train,f9f7f7b4-844f-475c-be23-e1bb62fed86b,eyes
13,A1AZGP16G9TURZ,0,face,75.4,/raid/xiaoyuz1/amazon_turk/2022_03_24_release_2,large straight horizontal,"['large', 'straight', 'horizontal']","['large', 'straight', 'horizontal']","['large', 'straight', 'horizontal']",large straight horizontal,train,ec365505-2b4c-46d5-8dca-10a0de5fe7d0,eyes
353,A38DXFI1TZA295,6,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,ovoid,['ovoid'],['ovoid'],['ovoid'],ovoid,train,1714888e-3594-4f58-9987-607345a92480,face
799,A38DXFI1TZA295,6,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,onion-shaped,"['onion', '-']","['onion', '-']",['onion'],onion,train,e5e266f8-ec74-4a38-b067-0a9b4dd3c95e,face
364,A38DXFI1TZA295,6,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,elliptic,['elliptic'],['elliptic'],['elliptic'],elliptic,train,3d06ad12-f955-4094-bcc2-55418d84beb1,face
261,A38DXFI1TZA295,6,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,ovate,['ovate'],['ovate'],['ovate'],ovate,train,181f8fa6-8131-4a7b-9778-d498e2590fd2,face
47,A38DXFI1TZA295,2,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,U-shaped,"['u', '-']","['u', '-']",['u'],u,train,f0461a51-0cd8-429f-9690-3bead81d4629,mouth
620,A38DXFI1TZA295,2,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,bowed line,"['bow', 'line']","['bow', 'line']","['bow', 'line']",bow line,train,aa5adf17-b689-43a3-96e6-9f1c4f85c7da,mouth
684,A38DXFI1TZA295,0,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,dotted oval,"['dotted', 'oval']","['dotted', 'oval']","['dotted', 'oval']",dotted oval,train,aec73914-2f5f-48a8-98d8-b810651fb9af,eyes
133,A38DXFI1TZA295,0,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,curly-Q,"['curly', '-', 'q']","['curly', '-', 'q']","['curly', 'q']",curly q,train,5d3ca52d-c81c-4cb1-9c52-20ba10491f7b,eyes
368,A38DXFI1TZA295,6,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,orb-shaped,"['orb', '-']","['orb', '-']",['orb'],orb,test,a20f6d5e-9d92-4ac5-96ba-1da0d36479dd,face
22,A38DXFI1TZA295,6,face,390.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,rounded,['rounded'],['rounded'],['rounded'],rounded,train,46eb64b7-fe46-44dc-b4eb-0b1bbb3cc70e,face
341,AAQREZOK13OV7,6,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"uneven, wide, round","['uneven', ',', 'wide', ',', 'round']","['uneven', ',', 'wide', ',', 'round']","['uneven', 'wide', 'round']",uneven wide round,train,324eb6bd-3e57-4cf8-9df7-ff612eccf7ce,face
542,AAQREZOK13OV7,6,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"oblong, uneven","['oblong', ',', 'uneven']","['oblong', ',', 'uneven']","['oblong', 'uneven']",oblong uneven,train,aded4416-eabc-46d6-bb81-0a57717201e2,face
382,AAQREZOK13OV7,6,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"unbalanced, wide, rectangular","['unbalanced', ',', 'wide', ',', 'rectangular']","['unbalanced', ',', 'wide', ',', 'rectangular']","['unbalanced', 'wide', 'rectangular']",unbalanced wide rectangular,train,43cec9d4-87a6-4301-a983-ccad579f7f0a,face
84,AAQREZOK13OV7,6,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"tall, narrow","['tall', ',', 'narrow']","['tall', ',', 'narrow']","['tall', 'narrow']",tall narrow,train,92f65d36-8626-476b-9a63-cb0c05abaaeb,face
376,AAQREZOK13OV7,6,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"wide, even","['wide', ',', 'even']","['wide', ',', 'even']","['wide', 'even']",wide even,train,60462cff-21dd-4bfb-b1dd-e525d8f26398,face
494,AAQREZOK13OV7,6,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"tall, angular, narrow","['tall', ',', 'angular', ',', 'narrow']","['tall', ',', 'angular', ',', 'narrow']","['tall', 'angular', 'narrow']",tall angular narrow,train,06fc5aa1-f3b6-46fd-87a3-eaa5429fad16,face
335,AAQREZOK13OV7,1,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"small, curved, thin","['small', ',', 'curve', ',', 'thin']","['small', ',', 'curve', ',', 'thin']","['small', 'curve', 'thin']",small curve thin,train,946a6acb-a657-4c56-9b94-87e0519968ad,nose
480,AAQREZOK13OV7,1,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"hooked, balanced","['hooked', ',', 'balance']","['hooked', ',', 'balance']","['hooked', 'balance']",hooked balance,train,36b44da2-b291-4042-8070-e00ca5eec689,nose
294,AAQREZOK13OV7,1,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"vertical, slanted","['vertical', ',', 'slanted']","['vertical', ',', 'slanted']","['vertical', 'slanted']",vertical slanted,train,6c0ed026-9f72-4d8c-ab2d-dc02126ed7dc,nose
680,AAQREZOK13OV7,1,face,250.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,c-shaped,"['c', '-']","['c', '-']",['c'],c,train,3ad5a39c-795d-4eab-82d3-c9cf24b38c83,nose
526,APGX2WZ59OWDN,6,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,smooth,['smooth'],['smooth'],['smooth'],smooth,test,df146c99-3dda-4994-824a-cb61033a7106,face
392,APGX2WZ59OWDN,6,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,jagged,['jag'],['jag'],['jag'],jag,train,59ce21e2-4a4d-482b-b396-7b9bd5479f6f,face
106,APGX2WZ59OWDN,6,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,short,['short'],['short'],['short'],short,train,b3da5fa2-533d-46c6-8505-bc9966b7fa33,face
5,APGX2WZ59OWDN,6,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,tall,['tall'],['tall'],['tall'],tall,train,8739e073-971e-4c51-b40f-3e2bd6fc4772,face
42,APGX2WZ59OWDN,0,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,linear,['linear'],['linear'],['linear'],linear,train,e55ed108-1d9b-449c-be11-149f0b156c8f,eyes
565,APGX2WZ59OWDN,0,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,round,['round'],['round'],['round'],round,test,227c6083-4a5d-443e-a837-3a020ebcb079,eyes
207,APGX2WZ59OWDN,2,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,large,['large'],['large'],['large'],large,train,e7e39412-3cac-48dd-b130-5dcf57cb1efe,mouth
552,APGX2WZ59OWDN,2,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,small,['small'],['small'],['small'],small,train,af2279e7-af8b-4149-97cb-812f9f21709c,mouth
641,APGX2WZ59OWDN,6,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,triangular,['triangular'],['triangular'],['triangular'],triangular,train,b4d49ecb-00c8-4b58-b47a-a1e722559f81,face
21,APGX2WZ59OWDN,6,face,137.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,circular,['circular'],['circular'],['circular'],circular,train,de8110cb-eddc-420d-8751-0475ca1ee0eb,face
135,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,lopsided,['lopsided'],['lopsided'],['lopsided'],lopsided,train,196f5ce3-89b3-43b3-b9e0-1f2e61300103,face
580,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,flat-bottomed,"['flat', '-', 'bottomed']","['flat', '-', 'bottomed']","['flat', 'bottomed']",flat bottomed,train,85dfc813-48ee-43aa-90c7-36ed6b391076,face
315,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,lopsided,['lopsided'],['lopsided'],['lopsided'],lopsided,train,7ba86ec0-0aa1-4f88-bede-cd08934b0af0,face
57,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,egg-shaped,"['egg', '-']","['egg', '-']",['egg'],egg,train,9852382a-99d6-4268-bfd6-4645a38754b1,face
178,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"slanted, messy","['slanted', ',', 'messy']","['slanted', ',', 'messy']","['slanted', 'messy']",slanted messy,train,1a6a9fbf-68f9-4a80-9770-d22a10d1bb23,face
429,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,balloon-shaped,"['balloon', '-']","['balloon', '-']",['balloon'],balloon,dev,cee95f0f-309a-476f-99c3-b30445f2106d,face
55,A12R2U6TBB3OOG,2,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"u-shaped, closed","['u', '-', ',', 'close']","['u', '-', ',', 'close']","['u', 'close']",u close,train,447d0cf2-9a69-4a7e-9287-5ce12e102536,mouth
110,A12R2U6TBB3OOG,2,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"u-shaped, open","['u', '-', ',', 'open']","['u', '-', ',', 'open']","['u', 'open']",u open,train,ea0e3fae-2bca-4af4-a3d3-20ea2b554c2c,mouth
471,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"rectangular, slanted","['rectangular', ',', 'slanted']","['rectangular', ',', 'slanted']","['rectangular', 'slanted']",rectangular slanted,train,d99b3752-a2d5-4409-a5e5-a89334120419,face
501,A12R2U6TBB3OOG,6,face,51.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,egg-shaped,"['egg', '-']","['egg', '-']",['egg'],egg,test,5ae0b4ac-cda2-4923-9345-f89f010d238f,face
369,A3AJJHOAV7WIUQ,0,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,small dot,"['small', 'dot']","['small', 'dot']","['small', 'dot']",small dot,train,54d5c489-6cf2-4cf2-860f-a9e63e99e76d,eyes
188,A3AJJHOAV7WIUQ,0,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,uneven ovals,"['uneven', 'oval']","['uneven', 'oval']","['uneven', 'oval']",uneven oval,train,3d716dc7-c55a-4d48-845e-07dd8290ed73,eyes
97,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,lumpy potato,"['lumpy', 'potato']","['lumpy', 'potato']","['lumpy', 'potato']",lumpy potato,dev,9d93aaaa-1bb2-4d27-8429-b19601829f96,face
695,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,smooth egg,"['smooth', 'egg']","['smooth', 'egg']","['smooth', 'egg']",smooth egg,dev,af7f3e3a-e450-4f12-8f9f-a87f42932523,face
248,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,loopy circle,"['loopy', 'circle']","['loopy', 'circle']","['loopy', 'circle']",loopy circle,train,f5d1f781-56dd-45e2-be30-b985fbeb6315,face
392,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,jagged circle,"['jagged', 'circle']","['jagged', 'circle']","['jagged', 'circle']",jagged circle,train,6befa226-1468-4c5c-9b77-3c0419e6fd39,face
406,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,left leaning,"['leave', 'lean']","['leave', 'lean']","['leave', 'lean']",leave lean,train,4edd6aca-a2d9-4cc1-a3d0-f8849b5ba562,face
603,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,rough rock,"['rough', 'rock']","['rough', 'rock']","['rough', 'rock']",rough rock,train,ea48d923-3301-4c7b-a615-ec74fa418e59,face
427,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,incomplete circle,"['incomplete', 'circle']","['incomplete', 'circle']","['incomplete', 'circle']",incomplete circle,dev,cd02a622-37e1-44f4-bcba-67eb086c8f03,face
369,A3AJJHOAV7WIUQ,6,face,140.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,overlapping oval,"['overlap', 'oval']","['overlap', 'oval']","['overlap', 'oval']",overlap oval,train,09bf1a9d-2de6-484d-85f8-8f4ee7eeb34e,face
160,A12R2U6TBB3OOG,2,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"closed, u-shaped","['closed', ',', 'u', '-']","['closed', ',', 'u', '-']","['closed', 'u']",closed u,train,04e6f0ca-e8d7-49a2-9d1d-4a1f6eaff4a1,mouth
409,A12R2U6TBB3OOG,2,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"close, u-shaped","['close', ',', 'u', '-']","['close', ',', 'u', '-']","['close', 'u']",close u,train,ac68195e-056a-4dd8-adfa-859fe736ee87,mouth
193,A12R2U6TBB3OOG,0,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"small, dotted","['small', ',', 'dotted']","['small', ',', 'dotted']","['small', 'dotted']",small dotted,dev,8ad4b716-034d-40bb-ba24-1c5ad54420f3,eyes
95,A12R2U6TBB3OOG,0,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"open, round, uneven","['open', ',', 'round', ',', 'uneven']","['open', ',', 'round', ',', 'uneven']","['open', 'round', 'uneven']",open round uneven,train,0f2346e5-3cba-4139-a132-e32ddf43e052,eyes
337,A12R2U6TBB3OOG,6,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"rectangular, unconnected","['rectangular', ',', 'unconnected']","['rectangular', ',', 'unconnected']","['rectangular', 'unconnected']",rectangular unconnected,train,e6ee0030-b359-41bf-b1a2-00c69d98ca66,face
688,A12R2U6TBB3OOG,6,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,u-shaped,"['u', '-']","['u', '-']",['u'],u,train,fcce1fbf-06c2-4b97-81c8-5d63fc987424,face
270,A12R2U6TBB3OOG,6,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,uneven,['uneven'],['uneven'],['uneven'],uneven,train,3cb4a73e-bb5c-4cc2-8cd1-6193947b3466,face
516,A12R2U6TBB3OOG,6,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"circular, unconnected","['circular', ',', 'unconnected']","['circular', ',', 'unconnected']","['circular', 'unconnected']",circular unconnected,train,7ba8494a-ad78-4982-b5b0-de37d1514d4a,face
618,A12R2U6TBB3OOG,6,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,"round, unconnected","['round', ',', 'unconnected']","['round', ',', 'unconnected']","['round', 'unconnected']",round unconnected,train,1982be57-be8e-4001-82fa-320ee1a89362,face
19,A12R2U6TBB3OOG,6,face,102.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,egg-shaped,"['egg', '-']","['egg', '-']",['egg'],egg,train,69139e93-fe10-4672-9dc6-cd5783e53218,face
756,A1198W1SPF1R4,6,face,184.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,round,['round'],['round'],['round'],round,train,076406fa-130e-40c2-9475-8cf658487fd0,face
83,A1198W1SPF1R4,6,face,184.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,wide,['wide'],['wide'],['wide'],wide,train,b915c1d5-1040-45b0-9713-e43ca9b14818,face
592,A1198W1SPF1R4,0,face,184.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release,oval,['oval'],['oval'],['oval'],oval,train,1ff821a6-1e15-492f-b5af-b508b3fe39b9,eyes
